,host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,expensive_nbh
928,100.0,100.0,1,2,Entire home/apt,0,1.0,1,179.0,20,1125,55,0
929,72.4,72.2,1,2,Entire home/apt,1,1.0,1,120.0,1,1125,0,0
930,92.0,99.0,23,2,Private room,1,1.0,1,120.0,1,1125,6,0
931,100.0,94.0,7,2,Entire home/apt,1,1.0,1,135.0,10,367,67,0
932,100.0,94.0,12,3,Private room,1,1.0,1,99.0,2,1125,3,0
933,100.0,100.0,2,6,Entire home/apt,2,2.0,2,220.0,2,30,50,0
934,100.0,90.0,1,3,Entire home/apt,0,1.0,1,150.0,2,1125,1,0
935,62.0,86.0,1,2,Entire home/apt,1,1.0,1,120.0,2,1125,0,0
936,99.0,100.0,3,6,Shared room,1,4.0,4,36.0,2,14,2,0
937,100.0,100.0,2,2,Private room,1,1.5,1,150.0,2,120,68,0
938,100.0,92.0,1,4,Entire home/apt,2,1.0,2,172.0,2,365,20,0
939,95.0,72.0,1,2,Private room,1,1.0,1,70.0,1,1125,0,0
940,67.0,75.0,1,2,Entire home/apt,1,1.0,1,99.0,3,1125,2,0
941,83.0,0.0,2,4,Entire home/apt,2,1.0,2,127.0,2,1125,0,0
942,100.0,92.0,1,2,Entire home/apt,1,1.0,1,165.0,1,29,19,0
943,58.0,51.0,480,2,Entire home/apt,1,1.5,1,269.0,4,730,0,0
944,100.0,0.0,1,3,Entire home/apt,1,1.0,1,119.0,1,4,11,0
945,63.0,100.0,2,4,Entire home/apt,2,1.0,2,150.0,2,1125,0,0
946,100.0,94.0,7,5,Entire home/apt,1,1.0,2,145.0,4,1000,74,0
947,100.0,79.4,1,4,Entire home/apt,1,1.0,2,110.0,7,1125,0,0
948,100.0,100.0,1,2,Private room,1,1.0,1,88.0,1,1125,0,0
949,80.0,73.0,1,2,Private room,1,1.0,1,74.0,1,1125,2,0
950,100.0,71.0,1,4,Entire home/apt,1,1.0,2,99.0,2,1125,1,0
951,100.0,100.0,1,3,Private room,1,1.0,1,111.0,1,1125,18,0
952,100.0,25.0,6,1,Entire home/apt,1,1.0,1,132.0,5,1125,0,0
953,93.0,100.0,2,3,Entire home/apt,1,1.0,2,175.0,1,1125,19,0
954,100.0,100.0,1,3,Entire home/apt,1,1.0,1,129.0,2,1125,30,0
955,83.0,67.0,1,3,Entire home/apt,1,1.0,1,110.0,2,1125,16,0
956,100.0,99.2,1,2,Entire home/apt,0,1.0,1,110.0,2,31,36,0
957,100.0,94.0,12,3,Entire home/apt,1,1.0,1,95.0,2,100,15,0
958,100.0,67.0,1,2,Entire home/apt,1,1.0,1,95.0,1,1125,2,0
959,100.0,77.0,4,6,Entire home/apt,2,1.0,4,199.0,1,1125,0,0
960,92.6,58.4,1,2,Entire home/apt,1,1.0,1,149.0,2,365,0,0
961,100.0,100.0,1,2,Entire home/apt,1,1.0,1,203.0,2,1125,12,0
962,90.0,97.2,1,2,Entire home/apt,0,1.0,1,200.0,1,1125,0,0
963,100.0,67.0,1,2,Entire home/apt,0,1.0,1,90.0,2,1125,19,0
964,100.0,100.0,5,2,Private room,1,1.0,1,99.0,7,1125,1,0
965,82.0,100.0,1,4,Entire home/apt,2,1.0,2,240.0,5,60,22,0
966,90.0,86.0,5,4,Entire home/apt,1,1.0,3,259.0,3,1125,7,0
967,89.2,74.2,3,2,Private room,1,1.0,1,100.0,4,1125,1,0
968,100.0,97.0,3,4,Entire home/apt,2,2.0,2,300.0,1,1125,32,0
969,47.0,71.0,1,2,Entire home/apt,1,1.0,1,150.0,1,1125,2,0
970,100.0,85.0,4,4,Entire home/apt,1,1.0,2,119.0,1,1125,1,0
971,100.0,50.0,1,2,Entire home/apt,1,1.0,1,145.0,2,1125,5,0
972,73.0,75.0,2,9,Entire home/apt,3,2.0,3,418.0,3,6,0,0
973,100.0,100.0,1,4,Entire home/apt,1,1.0,2,129.0,5,1125,2,0
974,100.0,100.0,1,2,Entire home/apt,1,1.0,1,210.0,2,1125,6,0
975,58.0,51.0,480,2,Entire home/apt,1,1.0,1,299.0,4,365,0,0
976,100.0,96.0,2,6,Entire home/apt,2,1.0,3,222.0,1,1125,9,0
977,100.0,100.0,5,2,Private room,1,2.5,1,115.0,4,1125,3,0
978,100.0,99.2,1,3,Entire home/apt,1,1.0,1,115.0,2,1125,17,0
979,94.6,100.0,1,2,Entire home/apt,1,1.0,1,99.0,7,1125,7,0
980,67.0,100.0,1,2,Private room,1,1.0,1,100.0,1,1125,0,0
981,100.0,100.0,1,2,Entire home/apt,1,1.0,2,130.0,4,50,8,0
982,70.0,100.0,1,2,Entire home/apt,1,1.0,1,139.0,2,1125,7,0
983,100.0,80.0,2,2,Private room,1,1.0,1,75.0,1,1125,3,0
984,91.4,85.4,1,2,Entire home/apt,2,1.0,1,99.0,1,1125,0,0
985,89.0,85.4,1,2,Entire home/apt,0,1.0,1,98.0,1,1125,0,0
986,100.0,96.0,1,2,Entire home/apt,0,1.0,1,115.0,3,25,44,0
987,90.0,86.0,5,2,Private room,1,1.0,1,215.0,3,7,2,0
988,98.0,79.0,6,6,Entire home/apt,2,2.0,3,179.0,1,27,0,0
989,88.0,62.4,1,2,Entire home/apt,1,1.0,1,199.0,1,1125,7,0
990,30.0,100.0,1,4,Entire home/apt,2,1.0,2,140.0,1,1125,2,0
991,100.0,94.0,12,11,Entire home/apt,6,5.0,6,195.0,2,180,1,0
992,100.0,97.2,1,3,Entire home/apt,0,1.0,1,115.0,1,1125,0,0
993,100.0,87.0,1,2,Private room,1,1.5,1,99.0,1,14,5,0
994,100.0,100.0,3,4,Private room,1,1.5,3,185.0,1,10,1,0
995,99.0,89.0,25,6,Entire home/apt,2,2.0,2,199.0,3,1125,0,0
996,100.0,97.0,3,3,Entire home/apt,1,1.0,2,139.0,3,180,49,0
997,100.0,58.0,2,6,Entire home/apt,1,1.0,3,225.0,2,1125,6,0
998,76.0,56.0,1,2,Entire home/apt,0,1.0,1,149.0,1,1125,22,0
999,99.0,100.0,3,6,Shared room,1,4.0,6,36.0,2,30,7,0
1000,100.0,86.0,1,3,Entire home/apt,1,1.0,1,94.0,4,1125,4,0
1001,67.0,70.6,1,1,Private room,1,1.0,1,169.0,1,1125,12,0
1002,100.0,70.0,1,4,Entire home/apt,1,1.0,2,175.0,5,1125,1,0
1003,100.0,92.0,1,3,Entire home/apt,1,1.0,1,150.0,5,1125,2,0
1004,100.0,92.0,2,2,Entire home/apt,1,1.0,1,180.0,1,1125,2,0
1005,36.0,100.0,3,2,Entire home/apt,1,1.0,1,115.0,30,180,28,0
1006,100.0,100.0,2,4,Entire home/apt,2,2.5,2,170.0,3,120,2,0
1007,92.0,88.0,1,2,Private room,1,1.0,1,100.0,1,1125,0,0
1008,99.0,89.0,25,6,Entire home/apt,2,2.0,2,300.0,3,1125,10,0
1009,100.0,100.0,1,4,Entire home/apt,2,2.0,2,150.0,3,1125,1,0
1010,90.0,100.0,1,2,Entire home/apt,1,1.0,1,85.0,3,1125,2,0
1011,100.0,67.0,1,2,Private room,1,1.0,1,69.0,2,1125,2,0
1012,78.0,100.0,1,2,Entire home/apt,0,1.0,1,69.0,1,1125,18,0
1013,73.0,75.0,2,2,Private room,1,1.0,1,75.0,1,30,0,0
1014,100.0,100.0,2,2,Private room,1,1.0,1,99.0,2,1125,9,0
1015,99.0,96.0,32,2,Entire home/apt,1,1.0,1,149.0,3,191,30,0
1016,90.0,30.0,1,2,Entire home/apt,1,1.0,1,100.0,2,1125,1,0
1017,93.0,100.0,2,2,Entire home/apt,1,1.0,1,130.0,1,1125,100,0
1018,36.0,100.0,3,2,Entire home/apt,1,1.0,1,90.0,5,180,41,0
1019,78.6,78.4,1,2,Entire home/apt,0,1.0,1,149.0,3,7,12,0
1020,100.0,100.0,2,3,Entire home/apt,3,2.5,2,299.0,1,1125,0,0
1021,100.0,100.0,1,2,Private room,1,1.0,1,135.0,2,7,23,0
1022,100.0,100.0,4,3,Entire home/apt,1,1.0,1,150.0,2,1125,5,0
1023,100.0,83.6,4,6,Entire home/apt,2,1.0,4,199.0,1,1125,0,0
1024,90.0,93.0,1,1,Private room,1,1.0,1,89.0,3,15,42,0
1025,100.0,100.0,1,4,Entire home/apt,1,1.0,2,180.0,2,1125,1,0
1026,100.0,58.0,2,3,Entire home/apt,2,1.0,2,240.0,1,1125,21,0
1027,75.0,50.0,1,2,Private room,1,1.0,1,95.0,1,1125,1,0
1028,99.0,96.0,32,4,Private room,1,1.0,1,149.0,2,365,34,0
1029,100.0,100.0,2,1,Private room,1,1.5,1,90.0,3,30,4,0
1030,100.0,84.0,6,4,Entire home/apt,1,1.0,2,149.0,1,1125,1,0
1031,100.0,83.0,1,1,Private room,1,1.5,1,74.0,3,10,7,0
1032,98.0,91.4,1,5,Entire home/apt,1,1.0,2,170.0,3,1125,6,0
1033,100.0,33.0,1,3,Private room,1,1.0,2,190.0,2,75,8,0
1034,73.0,79.0,1,2,Entire home/apt,1,1.0,1,145.0,1,1125,0,0
1035,70.0,80.0,1,2,Entire home/apt,1,1.0,1,109.0,1,1125,45,0
1036,92.0,99.0,23,2,Private room,1,1.5,1,105.0,1,1125,5,0
1037,100.0,100.0,3,2,Entire home/apt,0,1.0,1,160.0,2,1125,26,0
1038,100.0,67.0,1,4,Entire home/apt,1,1.0,2,219.0,2,1125,12,0
1039,92.0,99.0,23,1,Private room,1,1.5,1,89.0,1,1125,6,0
1040,50.0,100.0,1,2,Entire home/apt,1,1.0,1,120.0,1,1125,3,0
1041,99.0,100.0,3,6,Shared room,1,2.5,6,36.0,2,30,7,0
1042,67.0,100.0,1,2,Entire home/apt,0,1.0,1,95.0,3,30,6,0
1043,92.0,99.0,23,2,Private room,1,1.0,1,120.0,1,1125,7,0
1044,100.0,100.0,1,2,Entire home/apt,1,1.0,1,100.0,1,1125,10,0
1045,90.0,90.0,1,3,Entire home/apt,1,1.0,1,99.0,3,1125,18,0
1046,93.4,80.0,2,2,Private room,1,1.0,1,100.0,1,1125,0,0
1047,100.0,50.0,1,3,Entire home/apt,1,1.5,3,98.0,1,30,20,0
1049,100.0,100.0,3,2,Entire home/apt,1,1.0,1,145.0,3,1125,60,0
1050,100.0,94.0,12,11,Entire home/apt,5,3.5,5,150.0,2,180,3,0
1051,92.0,99.0,23,2,Private room,1,1.0,1,120.0,1,29,11,0
1052,92.0,99.0,23,2,Private room,1,1.0,1,120.0,1,29,9,0
1053,74.0,94.0,12,2,Private room,1,1.0,1,85.0,3,1125,24,0
1054,100.0,86.0,1,3,Entire home/apt,1,1.0,1,125.0,2,1125,6,0
1055,100.0,100.0,1,3,Entire home/apt,1,1.0,2,142.0,1,1125,74,0
1056,100.0,100.0,3,6,Entire home/apt,3,2.5,4,525.0,1,6,12,0
1057,100.0,92.0,1,2,Entire home/apt,0,1.0,1,159.0,2,14,1,0
1058,100.0,71.0,1,4,Entire home/apt,1,1.0,3,170.0,1,1125,0,0
1059,89.0,78.4,1,4,Private room,1,1.0,2,50.0,30,60,1,0
1060,92.0,76.0,206,3,Entire home/apt,1,1.0,2,246.0,3,1125,0,0
1061,100.0,75.0,2,1,Private room,1,1.5,1,75.0,2,45,2,0
1062,100.0,100.0,1,2,Entire home/apt,0,1.0,1,99.0,1,30,11,0
1063,100.0,67.0,1,2,Entire home/apt,0,1.0,1,90.0,2,1125,0,0
1064,98.0,79.0,6,6,Entire home/apt,2,2.0,3,229.0,1,27,0,0
1065,83.0,100.0,1,2,Entire home/apt,0,1.0,1,149.0,2,365,14,0
1066,100.0,100.0,1,3,Entire home/apt,1,1.0,2,136.0,1,60,41,0
1067,100.0,100.0,1,2,Entire home/apt,0,1.0,1,250.0,2,3,1,0
1068,100.0,97.0,1,1,Shared room,1,1.0,1,100.0,2,1125,0,0
1069,92.0,88.0,1,2,Private room,1,1.0,1,100.0,1,1125,0,0
1070,100.0,94.0,1,3,Entire home/apt,0,1.0,1,120.0,2,1125,5,0
1071,100.0,83.0,1,3,Entire home/apt,1,1.0,1,175.0,1,7,31,0
1072,100.0,100.0,1,2,Entire home/apt,1,1.0,1,122.0,2,1125,3,0
1073,90.0,100.0,2,2,Private room,1,1.0,1,177.0,1,60,4,0
1074,100.0,85.0,4,6,Entire home/apt,2,1.0,4,169.0,1,1125,1,0
1075,100.0,71.0,1,2,Entire home/apt,0,1.0,2,85.0,5,30,31,0
1076,92.0,99.0,23,2,Shared room,1,0.0,1,100.0,1,1125,15,0
1077,90.0,77.2,1,3,Entire home/apt,1,1.0,1,200.0,1,1125,0,0
1078,100.0,94.0,7,2,Entire home/apt,1,1.0,1,105.0,7,450,12,0
1079,100.0,100.0,5,10,Private room,1,2.5,5,99.0,7,365,2,0
1080,89.4,90.4,3,2,Private room,1,1.0,1,100.0,4,1125,2,0
1081,100.0,84.0,6,6,Entire home/apt,2,1.0,4,189.0,1,1125,2,0
1082,92.0,99.0,23,2,Private room,1,1.0,1,120.0,1,1125,4,0
1083,92.0,99.0,23,1,Private room,1,0.0,1,95.0,1,1125,27,0
1084,50.0,0.0,1,6,Entire home/apt,2,1.0,2,150.0,2,5,8,0
1085,98.0,52.0,49,2,Entire home/apt,0,1.0,1,175.0,3,90,3,0
1086,100.0,50.0,1,2,Entire home/apt,1,2.0,1,150.0,3,1125,4,0
1087,100.0,92.0,2,2,Entire home/apt,1,1.0,1,160.0,2,1125,1,0
1088,96.0,88.8,1,2,Entire home/apt,1,1.0,1,79.0,3,15,4,0
1089,100.0,94.0,12,2,Private room,1,1.0,1,85.0,2,98,14,0
1090,100.0,100.0,1,2,Entire home/apt,0,1.0,1,150.0,1,1125,6,0
1091,100.0,94.0,12,2,Private room,1,1.0,1,90.0,2,95,3,0
1092,100.0,58.0,2,1,Private room,1,1.0,1,100.0,1,1125,25,0
1093,94.0,63.4,1,2,Entire home/apt,0,1.0,1,150.0,3,1125,3,0
1094,100.0,50.0,1,4,Entire home/apt,1,1.0,1,100.0,5,32,0,0
1095,100.0,94.0,1,4,Entire home/apt,1,1.0,1,215.0,2,1125,34,0
1096,100.0,80.0,4,1,Shared room,1,1.0,1,95.0,1,5,74,0
1097,100.0,100.0,1,3,Entire home/apt,0,1.0,1,130.0,1,5,0,0
1098,84.8,100.0,2,2,Entire home/apt,0,1.0,1,130.0,1,1125,2,0
1099,50.0,50.0,1,4,Entire home/apt,1,1.5,1,120.0,4,365,3,0
1100,86.4,78.4,1,2,Entire home/apt,1,1.0,1,105.0,1,1125,8,0
1101,100.0,75.0,1,3,Entire home/apt,1,1.0,3,176.0,1,1125,20,0
1102,92.0,94.0,30,6,Entire home/apt,2,2.5,3,495.0,3,1125,27,0
1103,80.0,90.0,1,3,Private room,1,1.0,1,110.0,2,7,8,0
1104,60.0,80.0,1,1,Entire home/apt,1,1.0,1,65.0,1,1125,1,0
1105,100.0,100.0,1,2,Entire home/apt,1,1.0,1,110.0,2,1125,4,0
1106,100.0,100.0,1,1,Entire home/apt,0,1.0,1,105.0,5,31,9,0
1107,86.0,100.0,1,2,Entire home/apt,1,1.0,1,119.0,1,1125,10,0
1108,60.0,92.0,3,2,Entire home/apt,0,1.0,1,99.0,1,1125,0,0
1109,98.0,52.0,49,6,Entire home/apt,2,1.5,3,225.0,3,90,18,0
1110,92.0,99.0,23,2,Private room,1,1.0,1,105.0,1,1125,6,0
1111,100.0,100.0,2,3,Entire home/apt,0,1.0,1,140.0,2,25,1,0
1112,100.0,75.0,2,2,Entire home/apt,1,1.5,1,125.0,3,1125,0,0
1113,100.0,33.0,1,4,Entire home/apt,2,1.0,2,250.0,1,1125,1,0
1114,90.0,74.0,1,2,Entire home/apt,1,1.0,1,90.0,1,1125,0,0
1115,81.0,90.0,3,2,Private room,1,1.0,1,70.0,1,1125,2,0
1116,100.0,40.0,1,4,Entire home/apt,1,1.0,2,200.0,1,1125,4,0
1117,100.0,80.0,4,2,Entire home/apt,1,1.0,1,215.0,2,180,65,0
1118,100.0,100.0,1,3,Entire home/apt,1,1.0,1,135.0,2,30,26,0
1119,94.0,56.0,1,2,Private room,1,1.0,1,120.0,2,1125,1,0
1120,90.0,100.0,1,2,Private room,1,1.0,1,90.0,1,1125,8,0
1121,58.0,51.0,480,4,Entire home/apt,1,1.0,1,259.0,4,730,1,0
1122,100.0,100.0,1,2,Entire home/apt,1,1.0,1,125.0,27,1125,5,0
1123,90.0,82.0,2,2,Private room,1,1.0,1,125.0,2,5,18,0
1124,40.0,93.0,1,2,Private room,1,1.0,1,84.0,1,1125,3,0
1125,100.0,96.0,2,4,Private room,1,1.0,2,99.0,1,1125,170,0
1126,96.0,78.8,1,1,Private room,1,2.0,1,100.0,2,1125,11,0
1127,100.0,100.0,2,3,Entire home/apt,1,1.0,1,149.0,2,1125,46,0
1128,100.0,99.0,4,4,Entire home/apt,1,1.0,2,168.0,1,1125,150,0
1129,100.0,100.0,2,2,Private room,1,1.0,1,99.0,1,1125,24,0
1130,72.4,72.2,1,2,Entire home/apt,1,1.0,1,120.0,1,1125,0,0
1131,100.0,73.0,1,2,Entire home/apt,0,1.0,2,120.0,1,7,6,0
1132,100.0,100.0,2,2,Entire home/apt,1,1.0,1,121.0,2,1125,1,0
1133,50.0,100.0,1,2,Entire home/apt,0,1.0,1,229.0,1,1125,0,0
1134,81.0,95.0,8,2,Entire home/apt,0,1.0,1,85.0,1,1125,55,0
1135,80.0,100.0,2,3,Entire home/apt,0,1.0,1,300.0,2,1125,14,0
1136,100.0,95.0,1,2,Entire home/apt,0,1.0,1,75.0,1,1125,4,0
1137,90.0,100.0,2,2,Private room,1,1.0,1,177.0,2,90,0,0
1138,90.0,29.0,1,1,Private room,1,1.0,1,95.0,2,1125,19,0
1139,92.0,95.0,1,2,Entire home/apt,1,1.0,1,125.0,1,1125,18,0
1140,92.0,94.0,30,4,Entire home/apt,1,1.5,2,89.0,3,1125,14,0
1141,93.0,100.0,2,3,Entire home/apt,1,1.0,2,175.0,1,1125,19,0
1142,100.0,100.0,1,2,Entire home/apt,0,1.0,1,100.0,1,1125,4,0
1143,100.0,50.0,1,4,Entire home/apt,2,1.5,2,150.0,2,1125,1,0
1144,95.0,100.0,1,2,Entire home/apt,0,1.0,1,100.0,1,1125,1,0
1145,100.0,100.0,1,6,Entire home/apt,3,1.5,4,300.0,3,1125,0,0
1146,90.0,100.0,2,1,Private room,1,1.0,1,75.0,6,60,6,0
1147,100.0,96.0,2,2,Private room,1,1.0,1,89.0,2,1125,6,0
1148,67.0,100.0,1,2,Entire home/apt,1,1.0,1,120.0,2,1125,1,0
1149,100.0,100.0,1,1,Entire home/apt,0,1.0,1,116.0,1,1125,5,0
1150,100.0,100.0,2,2,Entire home/apt,1,1.0,1,125.0,3,1125,10,0
1151,100.0,58.0,2,4,Private room,1,1.0,2,90.0,1,30,56,0
1152,100.0,82.0,1,2,Private room,1,1.0,1,129.0,1,1125,8,0
1153,100.0,100.0,1,4,Entire home/apt,1,1.0,2,175.0,1,1125,48,0
1154,90.0,100.0,1,3,Entire home/apt,1,1.0,1,200.0,1,1125,1,0
1155,100.0,94.0,1,2,Entire home/apt,0,1.0,1,97.0,1,1125,2,0
1156,88.0,91.8,1,3,Entire home/apt,0,1.0,2,105.0,1,1125,0,0
1157,100.0,100.0,1,2,Entire home/apt,0,1.0,1,175.0,2,4,6,0
1158,92.0,99.0,23,2,Private room,1,1.0,1,95.0,1,1125,10,0
1159,100.0,99.0,4,4,Entire home/apt,1,1.0,2,148.0,1,1125,94,0
1160,100.0,100.0,1,1,Private room,1,1.0,1,68.0,1,1125,3,0
1161,100.0,100.0,1,1,Private room,1,1.0,1,79.0,1,5,2,0
1162,100.0,25.0,6,1,Entire home/apt,1,1.0,1,132.0,5,1125,0,0
1163,100.0,100.0,1,2,Entire home/apt,1,1.0,1,140.0,3,20,57,0
1164,100.0,100.0,4,3,Entire home/apt,1,1.0,1,125.0,2,1125,0,0
1165,100.0,71.0,2,3,Entire home/apt,1,1.0,1,107.0,2,1125,17,0
1166,83.0,100.0,1,3,Entire home/apt,1,1.0,1,199.0,2,1125,16,0
1167,92.0,99.0,23,2,Private room,1,1.0,1,105.0,1,1125,9,0
1168,98.0,80.8,4,4,Entire home/apt,1,1.0,2,159.0,1,1125,0,0
1169,99.0,96.0,32,3,Entire home/apt,0,1.0,2,129.0,4,365,26,0
1170,92.0,100.0,1,3,Entire home/apt,1,1.0,1,168.0,4,1125,23,0
1171,100.0,96.0,2,6,Entire home/apt,1,1.0,2,169.0,1,30,119,0
1172,93.0,89.0,1,3,Entire home/apt,0,1.0,1,100.0,1,1125,4,0
1173,100.0,25.0,2,1,Private room,1,1.0,1,78.0,1,1125,1,0
1174,100.0,95.0,3,2,Entire home/apt,1,1.0,1,120.0,6,365,13,0
1175,92.0,67.0,2,2,Entire home/apt,1,1.0,1,90.0,5,23,3,0
1176,100.0,80.0,2,6,Entire home/apt,2,1.0,2,200.0,2,1125,0,0
1177,81.0,95.0,8,2,Entire home/apt,0,1.0,1,85.0,1,60,30,0
1178,81.0,95.0,8,2,Entire home/apt,1,1.0,1,85.0,1,365,127,0
1179,81.0,89.0,1,2,Entire home/apt,0,1.0,1,125.0,3,45,48,0
1180,100.0,75.0,1,3,Entire home/apt,1,1.0,1,150.0,2,1125,6,0
1181,62.0,71.0,1,3,Private room,1,1.0,1,90.0,1,10,18,0
1182,100.0,94.0,12,2,Private room,1,1.0,1,99.0,2,180,31,0
1183,100.0,84.0,6,3,Entire home/apt,0,1.0,2,139.0,1,1125,1,0
1184,100.0,100.0,1,3,Entire home/apt,1,1.0,1,174.0,2,1125,25,0
1185,67.0,50.0,1,2,Entire home/apt,1,1.0,1,99.0,3,30,12,0
1186,100.0,25.0,2,4,Entire home/apt,2,2.0,2,150.0,1,1125,0,0
1187,70.0,100.0,1,1,Entire home/apt,0,1.0,1,66.0,3,1125,0,0
1188,100.0,100.0,1,3,Entire home/apt,0,1.0,2,84.0,1,1125,6,0
1189,83.0,100.0,1,2,Entire home/apt,1,1.0,1,100.0,1,1125,4,0
1191,90.0,100.0,2,2,Entire home/apt,0,1.0,1,110.0,1,1125,28,0
1192,81.0,95.0,8,2,Entire home/apt,0,1.0,1,85.0,1,1125,42,0
1193,81.0,85.0,1,1,Shared room,1,1.0,1,41.0,1,1125,1,0
1194,97.0,63.0,7,2,Entire home/apt,0,1.0,1,109.0,6,1125,1,0
1195,92.6,93.4,1,5,Entire home/apt,2,1.0,2,175.0,1,2,0,0
1196,64.0,61.0,1,2,Private room,1,1.0,2,80.0,1,1125,1,0
1197,88.0,80.0,1,3,Entire home/apt,1,1.0,1,150.0,1,1125,9,0
1198,33.0,87.4,1,4,Entire home/apt,2,1.5,2,299.0,3,40,0,0
1199,92.0,94.0,3,16,Private room,1,2.0,1,499.0,1,1125,0,0
1200,67.0,86.0,1,2,Entire home/apt,1,1.0,1,100.0,2,1125,17,0
1201,90.0,86.0,5,3,Private room,1,1.0,2,159.0,2,365,5,0
1202,100.0,100.0,1,2,Entire home/apt,0,1.0,1,175.0,2,1125,0,0
1203,33.0,100.0,1,1,Entire home/apt,0,1.0,1,64.0,4,1125,0,0
1204,100.0,100.0,1,2,Private room,1,1.0,1,80.0,1,1125,0,0
1205,86.0,78.6,1,1,Private room,1,0.5,1,50.0,7,20,0,0
1206,81.0,90.0,3,4,Entire home/apt,2,2.0,2,200.0,1,1125,0,0
1207,100.0,100.0,1,4,Entire home/apt,1,1.0,1,140.0,1,10,0,0
1208,100.0,100.0,3,2,Entire home/apt,1,1.0,1,145.0,2,1125,32,0
1209,100.0,50.0,1,1,Private room,1,1.0,1,110.0,2,1125,1,0
1210,92.0,77.2,1,2,Private room,1,1.0,1,128.0,1,1125,0,0
1211,100.0,100.0,1,2,Entire home/apt,1,1.0,1,215.0,3,29,3,0
1212,90.0,100.0,1,2,Entire home/apt,0,1.0,1,115.0,2,30,59,0
1213,90.0,75.0,1,2,Entire home/apt,1,1.0,1,68.0,2,30,2,0
1214,68.0,77.0,1,2,Entire home/apt,1,1.0,1,129.0,1,1125,37,0
1215,92.0,99.0,23,2,Private room,1,1.0,1,120.0,1,1125,11,0
1216,90.0,100.0,2,1,Private room,1,1.0,1,75.0,14,180,12,0
1217,100.0,100.0,1,3,Entire home/apt,1,1.0,1,140.0,2,1125,36,0
1218,100.0,100.0,1,4,Entire home/apt,1,1.0,1,125.0,1,1125,10,0
1219,100.0,100.0,1,2,Entire home/apt,1,1.0,1,99.0,2,1125,6,0
1220,100.0,100.0,1,4,Entire home/apt,1,1.0,2,250.0,1,1125,21,0
1221,92.0,99.0,23,2,Private room,1,0.0,1,100.0,1,1125,19,0
1222,90.0,86.0,5,3,Private room,1,1.0,2,209.0,2,1125,5,0
1223,100.0,97.0,3,4,Entire home/apt,1,1.0,1,196.0,1,1125,19,0
1224,100.0,94.0,12,2,Entire home/apt,1,1.0,1,83.0,3,120,64,0
1225,100.0,15.0,1,1,Private room,1,1.5,1,60.0,2,6,6,0
1226,100.0,100.0,1,1,Private room,1,1.0,1,67.0,2,1125,29,0
1227,100.0,100.0,1,3,Entire home/apt,0,1.0,1,125.0,2,1125,1,0
1228,92.0,99.0,23,2,Private room,1,1.0,1,95.0,1,1125,15,0
1230,72.8,67.2,1,2,Entire home/apt,1,1.0,1,120.0,1,1125,1,0
1231,100.0,100.0,1,2,Entire home/apt,1,1.0,1,150.0,6,10,12,0
1232,57.0,100.0,1,2,Entire home/apt,1,1.0,1,135.0,1,1125,18,0
1233,80.0,91.0,1,2,Private room,1,1.5,1,126.0,2,1125,0,0
1234,98.0,97.0,1,3,Entire home/apt,0,1.0,1,101.0,2,1125,0,0
1235,100.0,100.0,5,4,Entire home/apt,1,1.0,2,135.0,4,712,18,0
1236,100.0,100.0,1,2,Entire home/apt,1,1.0,1,135.0,2,1125,0,0
1237,100.0,100.0,1,2,Entire home/apt,1,1.0,1,179.0,1,1125,10,0
1238,100.0,0.0,1,2,Private room,1,1.0,1,220.0,2,1125,5,0
1239,96.0,99.2,3,2,Private room,1,1.0,1,100.0,4,1125,0,0
1240,100.0,94.0,12,2,Private room,1,1.0,1,99.0,2,35,8,0
1241,83.0,0.0,2,2,Private room,1,1.0,1,110.0,2,1125,0,0
1242,100.0,100.0,2,2,Private room,1,1.0,1,99.0,2,150,64,0
1243,77.4,88.8,1,2,Private room,1,1.0,1,399.0,1,1,0,0
1244,100.0,70.0,4,4,Entire home/apt,1,1.0,1,115.0,180,1125,11,0
1245,92.0,99.0,23,2,Private room,1,1.0,1,105.0,1,1125,5,0
1246,100.0,97.0,3,3,Entire home/apt,1,1.0,1,159.0,3,240,47,0
1247,81.0,95.0,8,2,Entire home/apt,1,1.0,1,85.0,1,60,114,0
1248,100.0,67.0,1,3,Entire home/apt,1,1.0,1,140.0,2,1125,0,0
1249,100.0,89.0,1,3,Entire home/apt,1,1.0,1,137.0,1,1125,5,0
1250,92.0,98.0,3,3,Entire home/apt,1,1.0,1,89.0,2,1125,80,0
1252,81.0,95.0,8,2,Entire home/apt,1,0.0,1,85.0,1,60,206,0
1253,100.0,100.0,1,2,Entire home/apt,1,1.0,1,140.0,1,1125,13,0
1254,100.0,100.0,2,2,Entire home/apt,1,1.0,1,125.0,2,1125,44,0
1255,100.0,100.0,1,3,Entire home/apt,1,1.0,1,200.0,3,1125,24,0
1256,100.0,83.0,1,2,Entire home/apt,1,1.0,1,99.0,1,11,15,0
1257,97.2,95.4,1,4,Entire home/apt,2,2.5,2,170.0,14,30,0,0
1258,100.0,100.0,2,2,Entire home/apt,1,1.0,1,160.0,1,1125,1,0
1259,100.0,100.0,1,2,Entire home/apt,1,1.0,1,210.0,1,1125,0,0
1260,90.0,76.6,1,2,Entire home/apt,1,1.0,1,130.0,3,10,11,0
