,host_response_rate,host_acceptance_rate,host_listings_count,accommodates,room_type,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,expensive_nbh
0,92.0,91.0,26,4,Entire home/apt,1,1.0,2,160.0,1,1125,0,1
1,90.0,100.0,1,6,Entire home/apt,3,3.0,3,350.0,2,30,65,1
3,100.0,87.8,1,2,Private room,1,1.0,1,95.0,1,1125,0,0
5,100.0,100.0,1,4,Entire home/apt,2,1.0,4,99.0,1,1125,0,0
6,100.0,71.4,1,4,Entire home/apt,2,2.0,2,100.0,3,1125,0,0
21,100.0,100.0,1,1,Entire home/apt,1,1.0,1,149.0,3,31,46,0
22,100.0,100.0,2,4,Entire home/apt,1,1.0,2,150.0,2,365,84,0
23,53.0,69.0,1,4,Entire home/apt,1,1.5,1,175.0,1,1125,25,0
24,100.0,100.0,1,3,Entire home/apt,2,1.0,2,239.0,5,1125,4,0
25,56.0,83.0,1,4,Private room,1,1.0,2,65.0,2,1125,2,0
26,52.0,84.0,1,2,Private room,1,1.0,1,71.0,2,14,83,0
27,97.0,100.0,3,2,Entire home/apt,1,1.0,1,80.0,1,1125,19,0
28,100.0,100.0,3,4,Private room,1,2.5,3,250.0,1,730,94,0
29,90.0,100.0,5,2,Private room,1,1.0,1,138.0,1,365,47,0
30,100.0,93.0,1,2,Private room,1,1.0,1,94.0,2,21,150,0
31,100.0,50.0,2,5,Entire home/apt,2,2.5,2,283.0,3,1125,15,0
32,100.0,85.4,1,3,Entire home/apt,1,1.0,3,127.0,3,16,0,0
33,93.0,96.0,2,6,Private room,1,1.0,3,79.0,1,365,69,0
34,100.0,100.0,1,3,Entire home/apt,1,1.0,1,110.0,1,1125,1,0
35,100.0,97.0,3,6,Shared room,1,1.0,6,38.0,1,1125,2,0
36,92.0,94.0,30,9,Entire home/apt,3,2.5,5,480.0,3,1125,5,0
37,80.0,100.0,1,6,Entire home/apt,2,2.0,3,372.0,3,1125,33,0
38,100.0,100.0,1,3,Entire home/apt,1,1.0,2,125.0,1,30,11,0
39,100.0,79.0,1,2,Private room,1,1.0,1,89.0,1,1125,3,0
40,40.0,71.0,2,1,Shared room,1,1.0,1,80.0,1,1125,5,0
41,92.0,94.0,30,5,Entire home/apt,0,1.0,3,90.0,3,999,29,0
42,92.0,100.0,4,3,Entire home/apt,0,1.0,2,110.0,2,1125,32,0
43,88.0,100.0,1,3,Entire home/apt,2,1.0,3,100.0,3,1125,1,0
44,100.0,100.0,1,4,Entire home/apt,2,2.0,2,250.0,1,100,15,0
45,100.0,100.0,5,1,Private room,1,1.0,1,55.0,1,1125,0,0
46,100.0,100.0,5,3,Private room,1,1.0,2,55.0,1,1125,5,0
47,77.4,88.8,1,2,Entire home/apt,1,1.0,1,400.0,2,4,0,0
48,100.0,100.0,5,1,Private room,1,1.0,1,35.0,1,1125,0,0
49,97.8,96.8,1,4,Entire home/apt,2,2.0,2,160.0,2,8,5,0
50,100.0,100.0,2,4,Entire home/apt,2,2.5,2,130.0,2,1125,1,0
51,100.0,100.0,1,1,Private room,1,1.0,1,50.0,1,1125,0,0
52,50.0,74.2,1,2,Private room,1,1.0,1,150.0,1,1125,0,0
53,80.0,67.0,1,2,Private room,1,1.5,1,40.0,1,1125,9,0
54,100.0,100.0,5,2,Private room,1,1.0,1,45.0,1,1125,0,0
55,100.0,100.0,2,2,Private room,1,2.5,1,55.0,2,1125,0,0
56,88.4,97.6,1,2,Entire home/apt,1,1.0,1,200.0,1,1125,1,0
57,100.0,88.0,2,2,Private room,1,1.0,1,65.0,1,1125,4,0
58,100.0,100.0,4,4,Private room,1,1.5,1,94.0,1,31,18,0
59,100.0,88.0,2,1,Private room,1,1.0,1,65.0,1,1125,2,0
60,100.0,100.0,4,5,Private room,1,1.5,1,64.0,1,90,115,0
61,100.0,100.0,1,2,Private room,1,1.0,1,59.0,1,1125,18,0
62,100.0,100.0,4,3,Private room,1,1.5,1,74.0,1,90,33,0
63,100.0,100.0,2,3,Private room,1,1.0,1,69.0,1,1125,8,0
64,100.0,100.0,5,1,Private room,1,1.0,1,49.0,1,1125,1,0
65,88.2,89.2,1,2,Private room,1,1.0,1,60.0,1,365,0,0
66,100.0,100.0,2,2,Private room,1,1.0,1,69.0,1,1125,19,0
67,100.0,100.0,1,4,Entire home/apt,1,1.0,2,157.0,2,1125,3,0
68,100.0,94.0,1,3,Entire home/apt,1,1.0,1,128.0,1,1125,9,0
69,100.0,100.0,1,2,Entire home/apt,1,1.0,1,135.0,6,1125,6,0
70,80.0,80.0,1,2,Private room,1,1.0,1,90.0,2,1125,6,0
71,50.0,80.0,1,2,Entire home/apt,1,1.0,1,102.0,5,31,6,0
72,100.0,100.0,1,3,Entire home/apt,1,1.0,1,99.0,1,19,0,0
73,90.8,95.0,1,2,Entire home/apt,1,1.0,1,195.0,1,1125,1,0
74,100.0,100.0,1,4,Entire home/apt,1,1.0,2,160.0,1,1125,59,0
75,100.0,89.0,2,2,Private room,1,1.0,1,95.0,1,1125,1,0
76,33.0,100.0,1,2,Entire home/apt,1,1.0,1,120.0,1,1125,0,0
77,100.0,63.0,2,6,Entire home/apt,2,2.0,3,249.0,2,180,0,0
78,100.0,100.0,1,2,Entire home/apt,1,1.0,1,88.0,3,1125,1,0
79,100.0,100.0,1,2,Private room,1,1.0,1,90.0,1,1125,2,0
80,90.0,93.0,3,2,Private room,1,1.0,1,125.0,1,1125,0,0
81,90.0,93.0,1,2,Private room,1,1.0,1,85.0,3,14,145,0
82,95.0,80.0,1,3,Entire home/apt,1,1.0,2,400.0,1,1125,0,0
83,100.0,100.0,1,2,Private room,1,1.0,1,120.0,2,1125,8,0
84,100.0,95.0,3,10,Entire home/apt,4,2.0,4,215.0,2,1825,29,0
85,80.0,84.6,1,2,Private room,1,0.5,1,90.0,2,4,0,0
86,100.0,87.0,1,2,Private room,1,1.0,1,50.0,2,240,23,0
87,100.0,100.0,1,5,Private room,1,1.0,2,100.0,1,1125,12,0
88,33.0,97.6,1,4,Entire home/apt,2,2.0,2,65.0,1,1125,0,0
89,92.0,95.0,2,2,Private room,1,1.0,1,55.0,2,30,4,0
90,100.0,73.0,1,8,Entire home/apt,3,2.5,1,129.0,1,5,58,0
91,92.0,95.0,2,1,Private room,1,1.0,1,45.0,1,1125,4,0
92,58.0,51.0,480,5,Entire home/apt,2,2.0,2,299.0,3,365,34,1
93,58.0,51.0,480,5,Entire home/apt,2,2.0,2,309.0,4,365,8,1
95,100.0,95.0,2,4,Entire home/apt,2,2.0,3,180.0,7,21,48,1
96,100.0,100.0,3,4,Entire home/apt,1,1.0,1,149.0,3,1125,32,1
97,92.0,76.0,206,5,Entire home/apt,2,2.0,3,337.0,3,1125,6,1
98,58.0,51.0,480,4,Entire home/apt,2,2.0,2,299.0,3,730,7,1
99,58.0,51.0,480,3,Entire home/apt,1,1.0,1,249.0,4,365,6,1
100,70.0,100.0,1,3,Entire home/apt,0,1.5,1,126.0,2,1125,5,1
101,100.0,100.0,1,2,Private room,1,1.0,1,99.0,1,1125,1,1
102,58.0,51.0,480,4,Entire home/apt,2,2.0,2,299.0,3,365,2,1
103,58.0,51.0,480,2,Entire home/apt,1,1.0,1,199.0,7,1125,1,1
104,100.0,100.0,1,3,Shared room,1,1.0,3,89.0,1,1125,1,1
105,94.2,40.0,1,2,Entire home/apt,0,1.0,1,165.0,1,1125,0,1
106,58.0,51.0,480,4,Entire home/apt,2,2.0,2,309.0,4,365,1,1
107,100.0,92.6,1,2,Entire home/apt,0,1.0,1,115.0,1,1125,0,1
108,100.0,100.0,2,4,Entire home/apt,1,1.0,2,130.0,1,1125,85,1
109,50.0,100.0,1,2,Private room,1,2.0,1,95.0,1,1125,0,1
110,100.0,93.0,1,1,Shared room,1,1.0,1,50.0,2,1125,6,1
112,100.0,96.2,1,1,Private room,1,1.0,1,55.0,20,21,0,1
113,100.0,100.0,3,2,Shared room,1,1.5,1,49.0,1,1125,3,1
114,99.0,89.0,25,4,Entire home/apt,2,1.0,2,250.0,3,1125,4,1
115,92.0,76.0,206,5,Entire home/apt,2,2.0,3,311.0,3,1125,3,1
116,100.0,95.0,1,2,Entire home/apt,0,1.0,1,95.0,2,29,35,1
117,100.0,100.0,1,1,Shared room,1,1.0,2,59.0,1,1125,1,1
118,83.0,100.0,2,2,Entire home/apt,1,1.0,1,167.0,5,1125,31,1
119,100.0,100.0,2,3,Entire home/apt,1,1.0,1,165.0,1,1125,0,1
120,100.0,100.0,4,3,Private room,1,1.5,1,104.0,2,1125,11,1
121,43.0,46.0,17,4,Entire home/apt,1,1.0,3,159.0,1,1125,0,1
122,100.0,100.0,1,2,Entire home/apt,0,1.0,1,190.0,3,1125,13,1
123,92.0,76.0,206,3,Entire home/apt,1,1.0,2,246.0,3,1125,0,1
124,70.0,100.0,1,3,Entire home/apt,1,1.0,2,200.0,2,1125,14,1
125,75.0,75.0,1,3,Entire home/apt,1,1.0,2,215.0,1,1125,34,1
126,67.0,100.0,1,4,Entire home/apt,2,2.0,2,450.0,1,1125,0,1
127,87.0,70.0,190,3,Entire home/apt,1,1.0,1,234.0,3,1125,0,1
128,100.0,100.0,4,2,Private room,1,1.5,1,110.0,2,1125,33,1
129,90.0,100.0,1,4,Entire home/apt,2,2.0,2,225.0,3,30,0,1
130,58.0,51.0,480,3,Entire home/apt,1,1.0,1,249.0,4,365,4,1
131,71.0,0.0,1,2,Entire home/apt,1,1.0,1,109.0,1,1125,0,1
132,100.0,100.0,1,4,Entire home/apt,2,2.0,2,250.0,3,1125,1,1
133,79.6,89.2,1,4,Entire home/apt,1,1.0,1,135.0,2,1125,2,1
134,100.0,89.0,1,3,Private room,1,2.0,2,87.0,2,30,2,1
135,83.0,65.0,5,4,Entire home/apt,1,1.0,1,210.0,1,90,103,1
136,96.0,98.0,2,10,Entire home/apt,3,2.0,6,300.0,3,1125,5,1
137,58.0,51.0,480,2,Entire home/apt,0,1.0,1,189.0,4,365,0,1
138,85.0,82.2,1,2,Private room,1,1.0,1,120.0,1,1125,0,1
139,60.0,100.0,1,2,Entire home/apt,1,1.0,1,200.0,1,1,1,1
140,100.0,89.0,2,3,Entire home/apt,1,1.0,2,269.0,1,1125,6,1
142,70.0,57.0,2,4,Entire home/apt,2,2.0,2,120.0,1,1125,3,1
143,100.0,95.0,2,1,Private room,1,1.0,1,109.0,2,5,1,1
144,25.0,100.0,1,3,Entire home/apt,1,1.0,1,150.0,2,1125,4,1
145,92.0,100.0,4,3,Entire home/apt,1,1.0,1,95.0,2,1125,70,1
146,100.0,100.0,1,4,Entire home/apt,1,1.0,2,119.0,1,20,0,1
147,100.0,100.0,1,2,Private room,1,1.0,1,97.0,1,1125,2,1
148,100.0,88.0,1,2,Private room,1,1.0,1,99.0,1,4,51,1
149,65.0,77.0,1,2,Entire home/apt,1,1.0,1,295.0,1,1125,28,1
150,92.0,93.0,1,2,Entire home/apt,1,1.0,1,149.0,2,1125,9,1
151,100.0,92.0,1,2,Private room,1,1.0,1,110.0,1,1125,10,1
152,100.0,100.0,1,5,Entire home/apt,2,1.0,3,180.0,2,366,1,1
153,100.0,100.0,1,2,Entire home/apt,0,1.0,2,150.0,3,1125,3,1
154,92.0,94.0,30,6,Entire home/apt,0,1.0,3,150.0,3,100000,24,1
155,100.0,100.0,1,5,Entire home/apt,2,2.5,2,155.0,2,1125,23,1
156,100.0,100.0,1,3,Private room,1,1.0,2,85.0,3,30,338,1
157,50.0,50.0,1,2,Entire home/apt,1,1.0,1,130.0,1,1125,4,1
158,100.0,69.0,1,3,Entire home/apt,1,1.0,1,120.0,1,1125,3,1
159,100.0,100.0,1,2,Private room,1,1.0,1,90.0,2,1125,12,1
160,96.0,47.0,1,2,Entire home/apt,1,1.0,2,149.0,1,1125,47,1
162,100.0,100.0,1,4,Entire home/apt,1,1.0,1,180.0,1,1125,6,1
163,96.0,88.6,1,1,Shared room,1,1.0,1,55.0,1,14,1,1
164,90.0,100.0,6,4,Entire home/apt,1,1.0,1,229.0,2,720,29,1
165,90.0,50.0,1,2,Private room,1,1.0,1,75.0,1,1125,2,1
167,100.0,100.0,1,2,Private room,1,1.0,1,105.0,1,1125,245,1
168,58.0,51.0,480,2,Entire home/apt,1,1.0,1,259.0,4,365,3,1
169,100.0,50.0,1,2,Entire home/apt,1,1.0,1,120.0,2,1125,1,1
170,100.0,100.0,1,3,Entire home/apt,1,1.0,2,119.0,5,1125,3,1
171,90.0,100.0,1,2,Entire home/apt,1,1.5,1,139.0,1,1125,0,1
172,100.0,100.0,2,1,Private room,1,1.0,1,90.0,1,1125,0,1
173,100.0,100.0,2,1,Private room,1,1.0,1,109.0,3,1125,34,1
174,100.0,45.0,1,4,Entire home/apt,1,1.0,2,150.0,2,90,25,1
175,92.0,94.0,30,5,Entire home/apt,0,1.0,3,295.0,3,999,45,1
176,83.0,65.0,5,3,Entire home/apt,1,1.0,1,210.0,1,365,57,1
177,92.0,94.0,30,6,Entire home/apt,2,1.5,2,329.0,3,999,21,1
178,100.0,50.0,1,2,Entire home/apt,0,1.0,1,125.0,2,7,0,1
179,89.0,100.0,1,2,Entire home/apt,1,1.0,1,150.0,1,1125,1,1
180,80.0,100.0,1,3,Entire home/apt,1,1.0,2,175.0,2,15,139,1
181,100.0,100.0,1,3,Entire home/apt,1,1.0,2,129.0,1,1125,7,1
182,58.0,51.0,480,2,Entire home/apt,1,1.0,1,239.0,5,730,0,1
183,82.0,82.0,2,2,Entire home/apt,1,1.0,1,250.0,2,1125,17,1
184,100.0,99.0,4,4,Entire home/apt,1,1.0,2,168.0,1,1125,136,1
185,70.0,86.0,1,2,Private room,1,1.0,1,79.0,2,1125,2,1
186,100.0,84.0,1,1,Shared room,1,1.0,2,65.0,2,1125,0,1
187,90.0,100.0,1,4,Entire home/apt,2,2.0,2,290.0,3,365,32,1
189,100.0,93.0,1,2,Private room,1,1.0,1,109.0,1,1125,5,1
190,97.0,96.0,1,4,Entire home/apt,1,1.0,2,99.0,1,1125,3,1
192,100.0,100.0,1,4,Entire home/apt,1,1.0,2,120.0,3,20,3,1
193,95.0,80.0,1,2,Entire home/apt,1,1.0,2,290.0,1,1125,1,1
194,50.0,50.0,1,3,Entire home/apt,1,1.0,1,145.0,1,31,5,1
195,83.0,65.0,5,4,Entire home/apt,1,1.0,1,210.0,1,90,87,1
196,92.0,100.0,1,1,Private room,1,1.0,1,90.0,1,1125,2,1
197,100.0,100.0,1,2,Private room,1,1.0,1,99.0,1,1125,2,1
198,100.0,0.0,1,4,Entire home/apt,1,1.0,1,399.0,1,1125,16,1
199,58.0,51.0,480,2,Entire home/apt,1,1.0,1,239.0,4,730,0,1
200,100.0,42.0,1,2,Private room,1,1.0,1,150.0,1,1125,4,1
201,100.0,50.0,1,1,Entire home/apt,1,1.0,1,199.0,7,1125,1,1
202,100.0,100.0,2,2,Entire home/apt,1,1.0,1,135.0,5,20,27,1
203,100.0,100.0,1,4,Entire home/apt,1,1.0,1,295.0,1,1125,20,1
204,92.0,76.0,206,5,Entire home/apt,2,2.0,3,429.0,3,1125,0,1
205,100.0,96.0,5,8,Entire home/apt,4,2.5,4,400.0,3,1125,26,1
206,100.0,100.0,6,6,Entire home/apt,2,2.0,3,295.0,1,1125,43,1
207,100.0,100.0,1,4,Entire home/apt,1,1.5,2,179.0,2,730,163,1
208,58.0,51.0,480,4,Entire home/apt,2,2.0,2,309.0,4,365,23,1
209,75.0,50.0,1,3,Private room,1,2.0,2,90.0,6,22,0,1
210,60.0,65.0,1,2,Shared room,1,1.0,1,43.0,1,1125,10,1
211,91.6,80.0,1,1,Private room,1,1.0,1,120.0,2,3,0,1
212,100.0,100.0,1,4,Entire home/apt,2,1.0,2,269.0,2,1125,5,1
213,100.0,98.0,2,2,Entire home/apt,0,1.0,1,150.0,2,365,73,1
214,58.0,51.0,480,2,Entire home/apt,1,1.0,1,269.0,3,365,3,1
215,98.0,52.0,49,4,Entire home/apt,1,1.0,1,185.0,3,90,8,1
216,100.0,99.0,2,2,Entire home/apt,1,1.0,1,120.0,7,365,1,1
217,100.0,98.0,4,8,Entire home/apt,2,2.0,3,220.0,1,1125,0,1
218,100.0,55.0,1,3,Entire home/apt,1,1.0,2,99.0,3,1125,4,1
219,97.0,67.0,1,2,Private room,1,1.0,1,99.0,1,1125,0,1
220,91.0,56.0,11,4,Entire home/apt,1,1.0,2,250.0,1,1125,6,1
221,58.0,51.0,480,2,Entire home/apt,1,1.0,1,249.0,3,365,4,1
222,92.0,76.0,206,3,Entire home/apt,1,1.0,2,259.0,3,1125,2,1
223,50.0,100.0,1,5,Entire home/apt,2,2.0,2,300.0,1,1125,2,1
224,58.0,51.0,480,3,Entire home/apt,1,1.0,1,289.0,5,730,1,1
225,94.0,85.0,1,2,Entire home/apt,0,1.0,1,200.0,1,1125,15,1
226,58.0,51.0,480,2,Entire home/apt,1,1.0,1,249.0,3,365,0,1
227,100.0,33.0,1,1,Entire home/apt,1,1.0,1,81.0,1,1125,1,1
228,100.0,100.0,1,2,Entire home/apt,1,1.0,1,200.0,2,1125,0,1
229,100.0,63.0,2,8,Entire home/apt,2,1.0,4,194.0,1,1125,8,1
230,89.0,80.0,1,2,Private room,1,1.0,1,89.0,3,1125,3,1
231,100.0,83.0,1,2,Entire home/apt,1,1.0,1,159.0,4,1125,18,1
232,100.0,100.0,1,2,Entire home/apt,0,1.0,1,85.0,3,6,1,1
233,80.0,100.0,1,4,Entire home/apt,1,1.0,1,100.0,1,1125,18,1
234,100.0,90.0,1,2,Entire home/apt,1,1.0,1,189.0,3,30,0,1
235,60.0,75.0,1,3,Entire home/apt,1,2.0,1,150.0,1,2000,1,1
236,100.0,100.0,1,5,Entire home/apt,2,1.0,3,175.0,2,1125,2,1
237,100.0,100.0,1,2,Entire home/apt,1,1.0,1,120.0,4,1125,1,1
238,100.0,100.0,1,3,Entire home/apt,1,1.0,1,155.0,2,1125,1,1
240,92.0,76.0,206,5,Entire home/apt,2,2.0,3,311.0,3,1125,3,1
242,90.0,72.0,2,6,Entire home/apt,2,2.0,2,339.0,3,730,47,1
243,83.0,65.0,5,4,Entire home/apt,1,1.0,2,210.0,1,60,28,1
244,58.0,51.0,480,4,Entire home/apt,2,2.0,2,299.0,4,365,2,1
245,100.0,100.0,2,2,Private room,1,1.0,1,170.0,1,10,18,1
246,100.0,91.0,3,1,Entire home/apt,1,1.0,1,135.0,1,1125,0,1
247,100.0,100.0,6,4,Entire home/apt,2,1.0,2,245.0,1,1125,3,1
248,58.0,51.0,480,3,Entire home/apt,1,1.0,1,249.0,3,730,1,1
249,92.0,94.0,3,2,Private room,1,1.0,1,99.0,1,30,5,1
250,100.0,75.0,3,4,Entire home/apt,0,1.0,1,149.0,3,31,0,1
251,100.0,100.0,2,1,Private room,1,1.0,1,99.0,3,1125,8,1
252,100.0,100.0,6,6,Entire home/apt,2,2.0,2,295.0,1,1125,50,1
253,100.0,100.0,2,6,Entire home/apt,2,2.0,2,400.0,1,1125,0,1
254,100.0,100.0,1,1,Private room,1,1.0,1,65.0,1,1125,0,1
255,100.0,100.0,2,1,Entire home/apt,1,1.0,1,99.0,4,365,54,1
256,100.0,100.0,2,8,Entire home/apt,2,1.0,4,179.0,1,1125,35,1
257,93.0,100.0,1,4,Entire home/apt,1,1.0,1,150.0,1,1125,53,1
258,100.0,38.0,1,4,Entire home/apt,1,1.0,1,140.0,2,1125,4,1
259,80.0,100.0,6,3,Entire home/apt,1,1.0,1,179.0,2,1125,1,1
260,100.0,94.0,2,2,Entire home/apt,1,1.0,2,135.0,2,90,4,1
261,96.0,95.0,1,3,Entire home/apt,1,1.0,2,250.0,4,7,0,1
262,100.0,100.0,1,2,Private room,1,1.5,1,95.0,1,28,44,1
263,100.0,100.0,3,6,Entire home/apt,2,1.0,2,170.0,2,1125,2,1
264,58.0,51.0,480,5,Entire home/apt,2,2.0,2,299.0,4,365,5,1
265,97.6,90.6,1,2,Entire home/apt,1,1.0,1,150.0,7,14,1,1
266,83.0,65.0,5,4,Entire home/apt,1,1.5,1,250.0,1,1125,12,1
267,100.0,0.0,1,2,Entire home/apt,0,1.0,1,105.0,1,1125,11,1
268,100.0,89.0,1,3,Entire home/apt,1,1.0,1,120.0,1,1125,3,1
269,87.0,70.0,190,3,Entire home/apt,1,1.0,1,399.0,3,1125,0,1
272,80.0,75.0,1,2,Private room,1,1.0,1,70.0,1,1125,9,1
273,100.0,100.0,1,2,Entire home/apt,0,1.0,1,110.0,2,14,6,1
274,92.0,76.0,206,3,Entire home/apt,1,1.0,2,259.0,3,1125,4,1
275,100.0,0.0,1,2,Private room,1,1.5,1,99.0,3,1125,12,1
276,100.0,100.0,4,8,Entire home/apt,3,1.5,3,289.0,1,1125,14,1
277,100.0,100.0,3,4,Entire home/apt,1,1.0,2,124.0,4,1125,3,1
278,58.0,51.0,480,2,Entire home/apt,1,1.0,1,259.0,4,730,1,1
279,97.0,57.0,4,2,Entire home/apt,0,1.0,1,80.0,1,1125,0,1
280,90.0,71.0,1,2,Entire home/apt,0,1.0,1,96.0,3,1125,12,1
281,99.0,96.0,32,4,Entire home/apt,2,1.0,2,189.0,2,365,47,1
282,58.0,51.0,480,3,Entire home/apt,1,1.0,1,289.0,4,1125,0,1
283,58.0,51.0,480,3,Entire home/apt,1,1.0,1,299.0,4,365,0,1
284,100.0,100.0,3,6,Entire home/apt,2,1.0,2,170.0,2,1125,9,1
285,100.0,100.0,1,2,Entire home/apt,1,1.0,1,130.0,2,1125,0,1
286,100.0,100.0,1,4,Entire home/apt,1,1.0,1,149.0,4,1125,2,1
287,92.0,76.0,206,3,Entire home/apt,1,1.0,2,259.0,3,1125,0,1
288,70.0,69.0,1,6,Entire home/apt,2,2.0,3,349.0,2,1125,19,1
289,89.0,97.0,6,2,Private room,1,1.0,1,78.0,1,1125,8,1
290,75.0,75.0,2,2,Entire home/apt,0,1.0,1,125.0,1,1125,1,1
291,100.0,100.0,3,2,Private room,1,1.0,1,95.0,1,1125,7,1
292,100.0,100.0,2,2,Entire home/apt,0,1.0,1,130.0,2,180,19,1
293,84.0,92.0,3,2,Private room,1,1.0,1,72.0,2,1125,22,1
294,90.0,100.0,2,4,Entire home/apt,1,1.0,2,175.0,14,365,3,1
295,92.0,76.0,206,3,Entire home/apt,1,1.0,2,246.0,3,1125,1,1
296,89.0,100.0,1,3,Entire home/apt,0,1.0,1,140.0,1,1125,8,1
297,100.0,70.0,1,2,Entire home/apt,0,1.0,2,65.0,1,1125,2,1
298,100.0,100.0,1,2,Entire home/apt,0,1.0,1,125.0,2,1125,42,1
299,100.0,100.0,1,4,Entire home/apt,1,1.0,1,85.0,1,1125,2,1
300,58.0,51.0,480,3,Entire home/apt,1,1.0,1,309.0,3,730,3,1
302,100.0,100.0,1,4,Entire home/apt,0,1.0,2,150.0,2,1125,1,1
303,100.0,98.0,3,4,Entire home/apt,1,1.0,2,154.0,2,365,35,1
304,100.0,98.0,3,4,Entire home/apt,1,1.0,2,165.0,2,1125,17,1
305,99.0,96.0,32,3,Entire home/apt,1,1.0,2,149.0,3,93,25,1
306,99.0,88.0,16,2,Entire home/apt,0,1.0,1,104.0,1,1125,2,1
307,100.0,100.0,1,1,Entire home/apt,1,1.0,1,125.0,2,5,5,1
308,92.0,76.0,206,3,Entire home/apt,1,1.0,2,259.0,3,1125,0,1
309,100.0,100.0,1,3,Entire home/apt,1,1.0,1,155.0,1,1125,0,1
310,58.0,51.0,480,2,Entire home/apt,1,1.0,1,259.0,4,730,2,1
311,32.0,80.0,8,3,Entire home/apt,1,1.0,1,189.0,6,30,30,1
312,90.0,70.0,1,4,Entire home/apt,1,1.0,1,110.0,1,1125,12,1
313,89.0,97.0,6,1,Private room,1,1.0,1,58.0,1,1125,14,1
314,100.0,0.0,1,2,Entire home/apt,1,1.0,1,68.0,4,365,7,1
315,58.0,51.0,480,4,Entire home/apt,2,2.0,2,309.0,4,365,5,1
316,100.0,79.0,4,2,Entire home/apt,1,1.5,1,160.0,5,1000,1,1
317,70.0,100.0,1,2,Private room,1,1.0,2,80.0,1,1125,0,1
319,97.0,57.0,4,4,Entire home/apt,1,1.0,1,103.0,1,1125,0,1
321,92.0,76.0,206,5,Entire home/apt,2,2.0,3,324.0,3,1125,5,1
322,90.0,86.0,1,2,Entire home/apt,0,1.0,1,90.0,7,1125,2,1
323,58.0,51.0,480,4,Entire home/apt,2,2.0,2,329.0,3,365,8,1
324,58.0,51.0,480,4,Entire home/apt,2,2.0,2,299.0,3,1125,3,1
325,58.0,51.0,480,5,Entire home/apt,2,2.0,2,349.0,4,365,10,1
326,74.6,100.0,1,3,Entire home/apt,0,1.0,1,95.0,1,1125,0,1
327,32.0,80.0,8,3,Entire home/apt,1,1.0,1,189.0,6,30,22,1
328,92.0,76.0,206,5,Entire home/apt,2,2.0,3,324.0,3,1125,2,1
329,100.0,0.0,1,4,Entire home/apt,0,1.0,1,100.0,4,180,1,1
330,58.0,51.0,480,4,Entire home/apt,2,2.0,2,299.0,3,1125,2,1
331,100.0,100.0,1,4,Entire home/apt,1,1.0,1,215.0,2,5,0,1
332,58.0,51.0,480,5,Entire home/apt,2,2.0,2,319.0,4,365,10,1
333,58.0,51.0,480,3,Entire home/apt,1,1.0,1,209.0,5,730,3,1
334,58.0,51.0,480,2,Entire home/apt,1,1.0,1,249.0,4,730,0,1
335,58.0,51.0,480,4,Entire home/apt,2,2.0,2,329.0,4,365,0,1
336,100.0,91.0,3,2,Entire home/apt,0,1.0,1,99.0,1,1125,6,1
337,92.0,76.0,206,5,Entire home/apt,2,2.0,3,324.0,3,1125,2,1
338,100.0,98.0,3,4,Entire home/apt,2,1.0,2,168.0,2,29,0,1
339,100.0,100.0,1,4,Entire home/apt,2,1.5,2,215.0,2,1125,2,1
340,58.0,51.0,480,2,Entire home/apt,0,1.0,1,159.0,3,365,9,1
343,100.0,100.0,1,2,Private room,1,1.5,1,89.0,2,1125,1,1
344,84.0,92.0,3,1,Shared room,1,1.0,1,36.0,1,1125,30,1
345,100.0,100.0,1,2,Entire home/apt,0,1.0,1,100.0,1,1125,0,1
346,100.0,100.0,1,2,Private room,1,1.0,1,115.0,1,5,10,1
347,100.0,100.0,1,1,Private room,1,1.0,1,100.0,1,10,0,1
348,58.0,51.0,480,3,Entire home/apt,1,1.0,1,189.0,5,730,0,1
349,58.0,51.0,480,2,Entire home/apt,0,1.0,1,159.0,3,1125,2,1
350,100.0,100.0,1,1,Private room,1,1.0,1,100.0,1,1125,0,1
351,52.0,66.0,1,1,Private room,1,1.0,1,100.0,1,1125,28,1
352,100.0,79.0,4,2,Entire home/apt,1,1.0,1,160.0,3,1000,6,1
353,60.0,75.0,1,2,Entire home/apt,1,1.5,1,130.0,1,1125,0,1
354,80.0,100.0,1,4,Entire home/apt,1,1.0,2,125.0,2,1125,24,1
355,100.0,100.0,2,3,Entire home/apt,0,1.0,2,115.0,2,1125,63,1
356,100.0,86.0,1,4,Entire home/apt,1,1.0,2,189.0,3,14,6,1
357,100.0,83.0,2,4,Entire home/apt,1,1.0,2,140.0,1,1125,0,1
359,92.0,77.0,1,3,Entire home/apt,1,1.0,2,165.0,1,1125,19,1
360,100.0,40.0,1,2,Entire home/apt,0,1.0,1,115.0,2,26,4,1
361,98.0,94.0,41,2,Entire home/apt,1,1.0,1,132.0,3,1125,1,1
362,70.0,100.0,1,2,Entire home/apt,1,1.0,1,189.0,1,1125,10,1
363,75.4,64.8,1,1,Private room,1,1.0,1,79.0,1,1125,0,1
364,58.0,51.0,480,2,Entire home/apt,1,1.0,1,239.0,3,365,1,1
365,100.0,79.0,4,2,Entire home/apt,1,1.0,1,150.0,7,1000,3,1
366,75.6,84.0,1,3,Entire home/apt,0,1.0,2,96.0,3,50,6,1
